taxon,year
trochus imperialis,1791
turbo imperialis,1791
patella impressa,1791
cancer inaequalis,1791
echinus inaequalis,1791
hister inaequalis,1791
nautilus inaequalis,1791
patella inaequalis,1791
trochus inaequalis,1791
tellina inaequilatera,1791
acrydium inane,1791
scarabaeus inanis,1791
echinus inauritus,1791
donax incarnata,1791
ostrea incarnata,1791
ichneumon incertus,1791
helix incisa,1791
patella incurva,1791
pinna incurva,1791
arca indica,1791
cypraea indica,1791
patella indica,1791
sabella indica,1791
voluta indica,1791
buccinum indicum,1791
trochus indicus,1791
acrydium indum,1791
chiton indus,1791
trochus inermis,1791
helix inflata,1791
ostrea inflata,1791
tellina inflata,1791
trochus infundibuliformis,1791
medusa infundibulum,1791
murex infundibulum,1791
patella infundibulum,1791
serpula infundibulum,1791
ostrea innominata,1791
coccinella innuba,1791
ascaris insons,1791
conus insularis,1791
patella interrupta,1791
dentalium interruptum,1791
ascaris intestinalis,1791
serpula intestinalis,1791
sphaeridium ips,1791
apis iris,1791
chrysis iris,1791
haliotis iris,1791
trochus iris,1791
papilio isis,1791
nerita islandica,1791
patella islandica,1791
chiton islandicus,1791
murex islandicus,1791
cancer istrianus,1791
venus italica,1791
vespa italica,1791
acrydium italicum,1791
vespa iuncea,1791
arca jamaicensis,1791
helix jamaicensis,1791
patella jamaicensis,1791
tellina jamaicensis,1791
ostrea japonica,1791
venus japonica,1791
sparus japonicus,1791
voluta jaspidea,1791
conus jaspideus,1791
fasciola jesis,1791
bostrichus jesuita,1791
trochus jujubinus,1791
venus juvenilis,1791
tellina knorrii,1791
crabro labiatus,1791
buccinum labyrinthus,1791
chermes lacca,1791
ascaris lacertae,1791
doris lacinulata,1791
mactra lactea,1791
patella lactea,1791
cucullanus lacustris,1791
conus laetus,1791
buccinum laeve,1791
donax laevigata,1791
evania laevigata,1791
patella laevigata,1791
voluta laevigata,1791
dytiscus laevigatus,1791
erodius laevigatus,1791
murex laevigatus,1791
mytilus laevigatus,1791
trochus laevigatus,1791
conus laevis,1791
patella laevis,1791
strombus laevis,1791
venus laevis,1791
helix laevissima,1791
buccinum laevissimum,1791
echinus laganum,1791
buccinum lamellatum,1791
nereis lamelligera,1791
buccinum lamellosum,1791
murex lamellosus,1791
chrysis lampas,1791
cynipsicheneumon lanaris,1791
cynipsichneumon lanaris,1791
fulgora lanata,1791
murex lancea,1791
phalaena lancea,1791
taenia lancelota,1791
tellina lanceolata,1791
apis laniger,1791
helix lanschaurica,1791
sphex lapicida,1791
venus lapicida,1791
vespa lapidaris,1791
papilio lappona,1791
bombyx lapponica,1791
noctua lapponica,1791
ascaris lari,1791
murex larva,1791
nerita larva,1791
conus larvatus,1791
ichneumon larvatus,1791
arca lata,1791
tellina lata,1791
formica lateralis,1791
echinus lathyrus,1791
strombus latus,1791
ostrea laurentii,1791
ostrea legumen,1791
diplolepis lenticularis,1791
conus leoninus,1791
ascaris leonis,1791
patella lepas,1791
phalaena lepida,1791
cypraea leucogaster,1791
cantharis leucogastra,1791
leucopera,1791
patella leucopleura,1791
noctua leucoptera,1791
voluta leucosticta,1791
conus leucostictus,1791
phalaena leucostigma,1791
cypraea leucostoma,1791
voluta leucostoma,1791
buccinum leucozonias,1791
nerita leucozonias,1791
voluta leucozonias,1791
murex lignarius,1791
murex lignosus,1791
phalaena ligula,1791
cardium lima,1791
murex lima,1791
fulgora limbata,1791
vespa limbata,1791
curculio limbatus,1791
erotylus limbatus,1791
turbo limbatus,1791
limnaea,1791
vespa linearis,1791
cypraea lineata,1791
echeneis lineata,1791
nerita lineata,1791
venus lineata,1791
acrydium lineatum,1791
buccinum lineatum,1791
cardium lineatum,1791
erodius lineatus,1791
meloe lineatus,1791
murex lineatus,1791
mytilus lineatus,1791
mactra listeri,1791
phalaena lithophila,1791
nerita litterata,1791
elaphrus littoralis,1791
nautilus lituus,1791
turbo lituus,1791
cypraea livida,1791
buccinum lividulum,1791
fasciola loliginis,1791
sphex longa,1791
ephemera longicauda,1791
gyrinus longimanus,1791
musca longipes,1791
murex longissimus,1791
echinorynchus lophii,1791
scolex lophii,1791
loripes,1791
lernaea lotae,1791
venus lucida,1791
phalaena lucifuga,1791
phalaena ludaria,1791
turbo ludus,1791
helix lugubris,1791
patella lugubris,1791
sphex lugubris,1791
trochus lugubris,1791
ascaris lumbrici,1791
trochus lunaris,1791
meloe lunatus,1791
erotylus lunulatus,1791
venus macassarica,1791
chama macerophylla,1791
spongia macida,1791
holothuria macima,1791
buccinum macloviense,1791
vespa macrocephala,1791
labrus macrolepidotus,1791
musca macrophthalma,1791
sparus macrophthalmus,1791
coccinella macularis,1791
diaperis maculata,1791
didelphis maculata,1791
fulgora maculata,1791
mactra maculata,1791
vespa maculata,1791
acrydium maculatum,1791
cardium maculatum,1791
chiton maculatus,1791
erotylus maculatus,1791
ichneumon maculatus,1791
cypraea maculosa,1791
helix maculosa,1791
ostrea maculosa,1791
patella maculosa,1791
venus maculosa,1791
voluta maculosa,1791
buccinum maculosum,1791
murex maculosus,1791
cypraea madagascariensis,1791
tellina madagascariensis,1791
madrepora maeandrites,1791
nerita magdalenae,1791
ostrea magellanica,1791
patella magellanica,1791
voluta magellanica,1791
chiton magellanicus,1791
murex magellanicus,1791
nerita malaccensis,1791
mytilus mammarius,1791
echinorynchus maraenae,1791
patella margaritacea,1791
nerita marginata,1791
tenthredo marginata,1791
buccinum marginatum,1791
erotylus marginatus,1791
strombus marginatus,1791
fulgora marginella,1791
helix marginella,1791
cryptocephalus marginellus,1791
turbo marginellus,1791
acrydium marginotum,1791
helix media,1791
ostrea media,1791
vespa media,1791
conus medusa,1791
noctua melaleuca,1791
murex melanamathos,1791
patella melanogramma,1791
patella melanoleuca,1791
noctua melanopa,1791
dytiscus melanophtalmus,1791
patella melanosticta,1791
nerita melanostoma,1791
trochus melanostoma,1791
patella melanozonias,1791
labrus melapterus,1791
serpula melitensis,1791
patella mellea,1791
mya membranacea,1791
tubularia membranacea,1791
ascaris mephitidis,1791
echinorynchus merulae,1791
turbo mespilus,1791
vespa microrrhoea,1791
cypraea miliaris,1791
murex miliaris,1791
ascaris milvi,1791
fasciola milvi,1791
helix minima,1791
patella minima,1791
conus minimus,1791
murex minimus,1791
papilio minimus,1791
solen minimus,1791
echinus minor,1791
lepas minor,1791
cypraea minuta,1791
evania minuta,1791
patella minuta,1791
tenthredo minuta,1791
voluta minuta,1791
cucujus minutus,1791
echinus minutus,1791
sphex mirifex,1791
sertularia misenensis,1791
patella mitrula,1791
apis modesta,1791
ostrea modesta,1791
chrysomela molluginis,1791
chama moltkiana,1791
turbo moltkianus,1791
murex moluccanus,1791
apis monacha,1791
filaria monoculi,1791
patella monopis,1791
madrepora monostriata,1791
venus monstrosa,1791
cardium monstrosum,1791
voluta morio,1791
murex motacilla,1791
voluta mucronata,1791
buccinum mucronatum,1791
tellina multangula,1791
vespa multicolor,1791
cassida multipunctatus,1791
anomia muricata,1791
ostrea muricata,1791
astacus muricatus,1791
buccinum muricinum,1791
taenia murina,1791
tipula murina,1791
mytilus murinus,1791
ascaris muris,1791
cucullanus muris,1791
haeruca muris,1791
taenia mustelae,1791
ostrea mustelina,1791
ichneumon mutillatus,1791
patella mytiliformis,1791
helix naevia,1791
buccinum nanum,1791
murex nassa,1791
voluta nassa,1791
vespa nasuta,1791
voluta nasuta,1791
cavolinia natans,1791
serpula nautiloides,1791
demestres navalis,1791
patella navicula,1791
voluta navicula,1791
cypraea nebulosa,1791
venus nebulosa,1791
dentalium nebulosum,1791
conus nebulosus,1791
voluta neptuni,1791
helix neritina,1791
murex neritoideus,1791
trochus neritoideus,1791
mactra nicobarica,1791
mya nicobarica,1791
turbo nicobaricus,1791
mytilus niger,1791
trochus nigerrimus,1791
turbo nigerrimus,1791
cynips nigra,1791
sabella nigra,1791
spongia nigra,1791
voluta nigra,1791
tenthredo nigricans,1791
acrydium nigricorne,1791
vespa nigricornis,1791
cynipsichneumon nigricorntus,1791
cassida nigripes,1791
dermestes nigripes,1791
galeruca nigripes,1791
buccinum nigropunctatum,1791
vespa nimpha,1791
helix nitens,1791
voluta nitens,1791
mactra nitida,1791
helix nivea,1791
patella nivea,1791
phryganea nivea,1791
venus nivea,1791
voluta nivea,1791
buccinum niveum,1791
conus niveus,1791
murex niveus,1791
mytilus niveus,1791
turbo niveus,1791
asterias nobilis,1791
murex nodatus,1791
mya nodosa,1791
ostrea nodulosa,1791
patella nodulosa,1791
voluta nodulosa,1791
buccinum nodulosum,1791
murex nodulosus,1791
trochus nodulosus,1791
turbo nodulosus,1791
trochus nodulus,1791
papilio norna,1791
papilio norna,1791
mya norwegica,1791
nereis norwegica,1791
sabella norwegica,1791
serpula norwegica,1791
lutjanus norwegicus,1791
strombus norwegicus,1791
apis notata,1791
dagysa notata,1791
erotylus notatus,1791
trochus notatus,1791
trochus novus,1791
conus nubecula,1791
voluta nubila,1791
voluta nucea,1791
echinus nucleus,1791
helix nucleus,1791
holothuria nuda,1791
venus nux,1791
trochus obeliscus,1791
trochus obliquatus,1791
buccinum obliquum,1791
nautilus obliquus,1791
cistela oblonga,1791
cypraea oblonga,1791
mya oblonga,1791
tellina oblonga,1791
cardium oblongum,1791
patella obscura,1791
venus obscura,1791
turbo obsoletus,1791
helix obtusata,1791
buccinum obtusum,1791
solen occidens,1791
vespa occidentalis,1791
cynipsichneumon occultus,1791
voluta ocellata,1791
buccinum ocellatum,1791
erotylus ocellatus,1791
phalaena ochrago,1791
cypraea ochroleuca,1791
ostrea ochroleuca,1791
patella ochroleuca,1791
buccinum ochroleucum,1791
conus ochroleucus,1791
trochus ochroleucus,1791
serpula ocrea,1791
apis ocreata,1791
echinus octodactylos,1791
erotylus octomaculatus,1791
medusa octopus,1791
sepia octopus,1791
patella octoradiata,1791
cypraea oculata,1791
patella oculata,1791
conus oculatus,1791
meloe oculatus,1791
cancer ocultus,1791
helix oculuscommunis,1791
coccus oleae,1791
asterias oligaetes,1791
bulla oliva,1791
echinus oliva,1791
cypraea olivacea,1791
patella olivacea,1791
helix olivetorum,1791
phalaena ononis,1791
tellina operculata,1791
vorticella operculata,1791
venus opima,1791
echinus orbicularis,1791
echinus orbiculatus,1791
buccinum orbita,1791
coccinella orientalis,1791
cryptocephalus orientalis,1791
gryllus orientalis,1791
nerita orientalis,1791
pholas orientalis,1791
chrysis ornatrix,1791
orthoceras,1791
echinus ovalis,1791
helix ovalis,1791
ostrea ovalis,1791
patella ovalis,1791
echinus ovarius,1791
arca ovata,1791
bulla ovata,1791
cypraea ovata,1791
echinus ovatus,1791
echinus oviformis,1791
taenia ovilla,1791
haliotis ovina,1791
strongylus ovinus,1791
echinus ovulum,1791
cypraea ovum,1791
medusa ovum,1791
voluta ovum,1791
phalaena pabulatricula,1791
ostrea palliata,1791
cassida pallida,1791
fulgora pallida,1791
clerus pallidus,1791
diplolepis pallidus,1791
erotylus pallidus,1791
empis pallipes,1791
galeruca pallipes,1791
phryganea pallipes,1791
vespa pallipes,1791
trochus pantherinus,1791
sphex papiliopennis,1791
nerita papilla,1791
sphex papillaria,1791
voluta papillaris,1791
enchelys papula,1791
mactra papyracea,1791
ostrea papyracea,1791
patella papyracea,1791
pinna papyracea,1791
tellina papyracea,1791
tellina papyracea,1791
cardium papyraceum,1791
turbo papyraceus,1791
phalaena papyratia,1791
bacillaria paradoxa,1791
clava parasitica,1791
ostrea parasitica,1791
murex pardalis,1791
taenia passeris,1791
lepas patellaris,1791
trochus patholatus,1791
echinus patillaris,1791
voluta patriarchalis,1791
patella pecten,1791
arca pectinata,1791
tellina pectinata,1791
clytra pectinicornis,1791
patella pectunculus,1791
venus pectunculus,1791
vespa pediculata,1791
ascidia pedunculata,1791
helix pellisserpentis,1791
arca pellucida,1791
mactra pellucida,1791
venus pellucida,1791
dentalium pellucidum,1791
ichneumon pendula,1791
astacus penicillatus,1791
aphrodita penicillus,1791
doris pennata,1791
buccinum pennatum,1791
echinus pentaporus,1791
tortrix penziana,1791
ascaris percae,1791
echinorynchus percae,1791
fasciola percae,1791
doris peregrina,1791
patella perforata,1791
ichneumon perlatus,1791
trochus perlatus,1791
murex perron,1791
mytilus persicus,1791
patella personata,1791
fulgora perspicillata,1791
haliotis perversa,1791
nerita perversa,1791
patella perversa,1791
helix pervia,1791
petaurus,1791
petaurus,1791
buccinum phallus,1791
ascaris phasiani,1791
cancer philargus,1791
filaria phryganeae,1791
nerita pica,1791
apis picea,1791
phalaena piceella,1791
chiton piceus,1791
cucujus piceus,1791
lucanus piceus,1791
echinorynchus pici,1791
dryops picipes,1791
formica picipes,1791
ostrea picta,1791
patella picta,1791
helix pileata,1791
medusa pileus,1791
phalaena pilicornis,1791
formica pilosa,1791
fulgora pilosa,1791
sertularia pinus,1791
buccinum piscatorium,1791
caryophyllaeus piscium,1791
phalaena placida,1791
aphrodita plana,1791
ostrea plana,1791
trochus planus,1791
platystomos,1791
tenthredo pleiades,1791
patella plicaria,1791
haliotis plicata,1791
patella plicata,1791
venus plicata,1791
ostrea plicatula,1791
buccinum plicatulum,1791
murex plicatulus,1791
murex plicatus,1791
mytilus plicatus,1791
buccinum plumatum,1791
cypraea plumbea,1791
apis plumosa,1791
lepas pollicipes,1791
tellina polygona,1791
voluta polygona,1791
murex polygonus,1791
helix polygyra,1791
phalaena polyzona,1791
conus polyzonias,1791
murex pomum,1791
venus ponderosa,1791
buccinum ponderosum,1791
buccinum porcatum,1791
voluta porcellana,1791
lepas porosa,1791
ostrea porphyrea,1791
turbo porphyrites,1791
patella porphyrozonias,1791
patella praeputium,1791
voluta praeputium,1791
actinia priapus,1791
helix priapus,1791
ostrea principalis,1791
murex prismaticus,1791
serpula proboscidea,1791
nerita promontorii,1791
serpula protensa,1791
ichneumon proteus,1791
noctua pruni,1791
voluta prunum,1791
anomia psittacea,1791
taenia psittaci,1791
coccinella pubescens,1791
buccinum pugio,1791
apis pulchella,1791
arca pulchella,1791
ichneumon pulchellus,1791
haliotis pulcherrima,1791
cypraea pulla,1791
helix pulla,1791
patella pulla,1791
trochus pulligo,1791
medusa pulmo,1791
ascaris pulmonalis,1791
fulgora pulverulenta,1791
chrysis punctata,1791
crioceris punctata,1791
fulgora punctata,1791
ostrea punctata,1791
venus punctata,1791
conus punctatus,1791
turbo punctatus,1791
cypraea punctulata,1791
patella punctulata,1791
venus punctulata,1791
buccinum punctulatum,1791
trochus punctulatus,1791
turbo punctulatus,1791
patella punicea,1791
mytilus puniceus,1791
acrydium purpurascens,1791
cynips purpurascens,1791
cypraea purpurascens,1791
tellina purpurascens,1791
venus purpurascens,1791
tellina purpurata,1791
venus purpurata,1791
apis purpurea,1791
bulla purpurea,1791
helix purpurea,1791
echinus purpureus,1791
mytilus purpureus,1791
trochus purpureus,1791
apis pusilla,1791
cypraea pusilla,1791
fasciola pusilla,1791
ostrea pusilla,1791
patella pusilla,1791
tellina pusilla,1791
venus pusilla,1791
voluta pusilla,1791
echinus pusillus,1791
trochus pusillus,1791
meloe pustulatus,1791
echinus pustulosus,1791
taenia putorii,1791
vorticella putrida,1791
fulgora pyraloides,1791
buccinum pyramidale,1791
patella pyramidalis,1791
serpula pyramidalis,1791
turbo pyramidalis,1791
cryptocephalus quadratus,1791
nerita quadricolor,1791
echinus quadrifasciatus,1791
meloe quadrifasciatus,1791
clytra quadriguttata,1791
coccinella quadriguttata,1791
vespa quadriguttata,1791
erotylus quadriguttatus,1791
coccinella quadrilineata,1791
erodius quadrilineatus,1791
taenia quadriloba,1791
erotylus quadripunctatus,1791
echinus quadriradiatus,1791
vespa quadrum,1791
meloe quattuordecimpunctatus,1791
vespa quattuormaculata,1791
coccinella quatuordecimguttata,1791
coccinella quatuordecimmaculata,1791
coccinella quatuordecimpunctata,1791
crioceris quatuordecimpunctata,1791
coccinella quatuordecimpustulata,1791
echinus quinquelabiatus,1791
sertularia racemosa,1791
patella radians,1791
donax radiata,1791
doris radiata,1791
mya radiata,1791
ostrea radiata,1791
venus radiata,1791
buccinum radiatum,1791
conus radiatus,1791
echinus radiatus,1791
trochus radiatus,1791
turbo radiatus,1791
murex radix,1791
sparus raii,1791
ichneumon ramidulus,1791
tubipora ramosa,1791
ascaris ranae,1791
cucullanus ranae,1791
fasciola ranae,1791
echinus raninus,1791
strombus raninus,1791
murex rapa,1791
phalaena raphanalis,1791
voluta raticulata,1791
sabella rectangulata,1791
daphnia rectirostris,1791
dentalium rectum,1791
fulgora recurva,1791
buccinum recurvirostrum,1791
ostrea regia,1791
cypraea regina,1791
conus regius,1791
trochus regius,1791
ascaris renalis,1791
chama reniformis,1791
coccinella renipustulata,1791
patella repanda,1791
tubularia reptans,1791
fulgora reticularis,1791
arca reticulata,1791
coccinella reticulata,1791
cypraea reticulata,1791
cypraea reticulum,1791
patella revoluta,1791
helix rhenana,1791
tortrix rhenana,1791
voluta rhinoceros,1791
curculio rhinomacer,1791
helix rhodia,1791
ascaris rhombi,1791
sphex rhombica,1791
arca rhomboidea,1791
tellina rhomboides,1791
cardium ringens,1791
ripiphorus,1791
leptura rosae,1791
ostrea rosea,1791
patella rosea,1791
tellina rosea,1791
cardium roseum,1791
mytilus roseus,1791
solen roseus,1791
trochus roseus,1791
arca rostrata,1791
ostrea rostrata,1791
venus rostrata,1791
lutjanus rostratus,1791
trochus rostratus,1791
patella rota,1791
mactra rotundata,1791
patella rotundata,1791
phalaena rubecula,1791
patella rubella,1791
patella rubescens,1791
phalaena rubetra,1791
ascaris rubetrae,1791
cynipsichneumon rubicornutus,1791
apis rubicunda,1791
sphex rubicunda,1791
cypraea rubiginosa,1791
cardium rubiginosum,1791
ichneumon rubiginosus,1791
patella rubra,1791
spongia rubra,1791
terebella rubra,1791
venus rubra,1791
ichneumon rubricornutus,1791
tinea rudolphella,1791
cypraea rufescens,1791
helix rufescens,1791
patella rufescens,1791
tellina rufescens,1791
venus rufescens,1791
voluta ruffina,1791
clytra ruficollis,1791
coccinella ruficollis,1791
galeruca ruficollis,1791
apis rufipes,1791
donacia rufipes,1791
tenthredo rufipes,1791
clerus rufus,1791
venus rugata,1791
cryptocephalus rugicollis,1791
anomia rugosa,1791
mya rugosa,1791
nerita rugosa,1791
voluta rugosa,1791
buccinum rugosum,1791
meloe rugosus,1791
buccinum rumpfii,1791
voluta rupestris,1791
vespa ruspatrix,1791
buccinum rusticum,1791
conus rusticus,1791
trochus rusticus,1791
phalaena ruticilla,1791
sabella sabulosa,1791
murex sacellum,1791
cancer sagitarius,1791
taenia salamandrae,1791
coccus salicis,1791
buccinum sanctimauritii,1791
sphex sanguigutta,1791
fulgora sanguinea,1791
patella sanguinea,1791
pinna sanguinea,1791
sphex sanguinea,1791
ichneumon sanguineus,1791
acrydium sanguinipes,1791
anomia sanguinolenta,1791
cypraea sanguinolenta,1791
ostrea sanguinolenta,1791
patella sanguinolenta,1791
venus sanguinolenta,1791
solen sanguinolentus,1791
echinus sardicus,1791
ostrea sauciata,1791
mytilus saxatilis,1791
bulla scabra,1791
buccinum scala,1791
murex scala,1791
buccinum scalare,1791
murex scalopaceus,1791
arca scapha,1791
patella scapha,1791
voluta scapha,1791
filaria scarabaei,1791
phalaena schoenobaena,1791
trochus schroeteri,1791
murex scolopaceus,1791
taenia scolopacis,1791
murex scolymus,1791
echinorynchus scopis,1791
phalaena scribaiana,1791
murex scrobiculator,1791
cypraea scurra,1791
diplolepis scutellaris,1791
formica scutellaris,1791
patella scutellum,1791
echinus scutiformis,1791
patella scutiformis,1791
voluta scutulata,1791
buccinum scutulatum,1791
apis scylla,1791
sertularia secundaria,1791
anomia sella,1791
echinus semiglobosus,1791
echinus semilunaris,1791
murex semilunaris,1791
ostrea seminuda,1791
conus senator,1791
ostrea senatoria,1791
arca senegalensis,1791
murex senegalensis,1791
nerita senegalensis,1791
ostrea senegalensis,1791
tellina senegalensis,1791
venus senegalensis,1791
buccinum senegalicum,1791
helix sepium,1791
vespa seriata,1791
apis sericea,1791
conops sericea,1791
empis sericea,1791
vespa sericea,1791
phalaena serina,1791
phalaena sesquistriga,1791
vespa sessilis,1791
oniscus setiger,1791
galeodes setigera,1791
turbo setosus,1791
dentalium sexangulum,1791
coccinella sexdecimguttata,1791
erotylus sexdecimguttatus,1791
meloe sexdecimguttatus,1791
coccinella sexdecimmaculata,1791
coccinella sexdecimpunctata,1791
chrysis sexdentata,1791
echinus sexfasciatus,1791
buprestis sexguttata,1791
musca sexmaculata,1791
sphex sexmaculata,1791
crabro sexmaculatus,1791
clytra sexpunctata,1791
vespa sexpunctata,1791
mutilla siberica,1791
musca signata,1791
crabro signatus,1791
filaria silphae,1791
ascaris siluri,1791
taenia simiae,1791
cypraea similis,1791
conus sinensis,1791
murex sinensis,1791
ostrea sinensis,1791
patella sinensis,1791
trochus sinensis,1791
venus sinensis,1791
patella sinica,1791
strombus sinister,1791
sinodendron,1791
cassida sinuata,1791
echinus sinuatus,1791
ostrea sinuosa,1791
tellina sinuosa,1791
mytilus smaragdinus,1791
scarabaeus smaragdus,1791
turbo smaragdus,1791
staphylinus socialis,1791
patella solea,1791
bulla solida,1791
conus solidus,1791
cynips solitaria,1791
bulla soluta,1791
murex sordidus,1791
helix spadicea,1791
nerita spadicea,1791
venus spadicea,1791
voluta spadicea,1791
buccinum spadiceum,1791
holothuria spallanzani,1791
tubularia spallanzani,1791
phalaena sparrmannella,1791
phalaena spartii,1791
turbo sparverius,1791
spatangoida,1791
chrysomela speciosa,1791
phryganea speciosa,1791
patella spectabilis,1791
voluta spectabilis,1791
patella specularis,1791
nautilus spengleri,1791
solen spengleri,1791
tellina spengleri,1791
trochus spengleri,1791
turbo spenglerianus,1791
vespa sphinx,1791
nautilus spicula,1791
phalaena spicula,1791
donax spinosa,1791
lepas spinosa,1791
patella spinosa,1791
trochus spinosus,1791
turbo spinosus,1791
voluta spiralis,1791
helix splendidula,1791
anomia spondylodes,1791
ostrea spondylodes,1791
ostrea spondyloidea,1791
bulla spreta,1791
mya spuria,1791
venus spuria,1791
voluta spuria,1791
conus spurius,1791
ascaris squali,1791
patella squalida,1791
buccinum squalidum,1791
cypraea squalina,1791
anomia squama,1791
ostrea squamata,1791
patella squamata,1791
ostrea squamosa,1791
patella squamosa,1791
pinna squamosa,1791
cardium squamosum,1791
mytilus stagnalis,1791
sabella stagnalis,1791
helix stagnorum,1791
patella stannea,1791
turbo stellaris,1791
cypraea stellata,1791
doris stellata,1791
madrepora stellata,1791
ostrea stellata,1791
venus stellata,1791
alcyonium stellatum,1791
echinus stellatus,1791
trochus stellatus,1791
turbo stellatus,1791
patella stellifera,1791
scarabaeus stercorosus,1791
nerita stercusmuscarum,1791
bulla stercuspulicum,1791
apis stigma,1791
buccinum stolatum,1791
donax straminea,1791
murex stramineus,1791
trochus stramineus,1791
apis striata,1791
arca striata,1791
cypraea striata,1791
mactra striata,1791
patella striata,1791
tellina striata,1791
venus striata,1791
patella striatula,1791
dentalium striatulum,1791
murex striatulus,1791
buccinum striatum,1791
murex striatus,1791
solen striatus,1791
buccinum strigatum,1791
murex strigilatus,1791
echinorynchus strigis,1791
fasciola strigis,1791
filaria strigis,1791
tellina strigosa,1791
voluta strigosa,1791
helix strigosula,1791
buccinum strigosum,1791
trochus strigosus,1791
cynipsichneumon strobinellae,1791
echinorynchus sturionis,1791
ascaris sturni,1791
taenia sturni,1791
stylephorus,1791
chrysis suavis,1791
echinus subangularis,1791
ascaris subbuteonis,1791
helix subcylindrica,1791
voluta subdivisa,1791
cypraea subflava,1791
echinus subglobosus,1791
echinorynchus sublobatus,1791
ostrea subrotunda,1791
echinus subrotundus,1791
ostrea subrufa,1791
patella subspiralis,1791
sphex subterranea,1791
echinus subuculus,1791
acrydium subulatum,1791
venus subviridis,1791
patella succincta,1791
vespa succincta,1791
buccinum succinctum,1791
ascaris suis,1791
taenia suis,1791
voluta sulcata,1791
voluta sulcata,1791
murex sulcatus,1791
turbo sulcatus,1791
coccinella sulphurea,1791
ostrea sulphurea,1791
cimex sulzeri,1791
cryptocephalus sumatrus,1791
curculio sumptuosus,1791
ichneumon superbus,1791
vespa surinama,1791
patella surinamenis,1791
conus surinamensis,1791
lutjanus surinamensis,1791
sparus surinamensis,1791
apis suripes,1791
ichneumon sutor,1791
coccinella suturalis,1791
galeruca suturalis,1791
oniscus sylvarum,1791
formica sylvatica,1791
patella symmetrica,1791
trichoda syncaster,1791
alcyonium synoicum,1791
voluta syracusana,1791
curculio tabidus,1791
buccinum taenia,1791
buccinum tahitense,1791
gryllus talpa,1791
helix tanschaurica,1791
ascaris tardae,1791
taenia tardae,1791
curculio taurus,1791
trochus tectum,1791
vespa tenebrionis,1791
apis tenella,1791
helix tenella,1791
helix tenera,1791
patella tenius,1791
filaria tenthredinis,1791
trochus tentorium,1791
helix tenuis,1791
ostrea tenuis,1791
patella tenuis,1791
murex terebella,1791
cypraea teres,1791
echinus teres,1791
murex ternatanus,1791
helix terrestris,1791
apis terrestrisbistriata,1791
nerita tessellata,1791
buccinum tessellatum,1791
cryptocephalus tessellatus,1791
echinus tessellatus,1791
trochus tessellatus,1791
buccinum tessulatum,1791
patella testacea,1791
mytilus testaceus,1791
ascaris testudinis,1791
sparus tetracanthus,1791
ascaris tetraonis,1791
echinus tetraporus,1791
venus textile,1791
nerita textilis,1791
apis textrix,1791
buccinum textum,1791
chiton thalassinus,1791
thalia,1791
phalaena thapsi,1791
conus thomae,1791
formica thoracica,1791
sphex thoracica,1791
acrydium thoracicum,1791
papilio thyphon,1791
phalaena tibiale,1791
crabro tibialis,1791
ascaris tigridis,1791
cypraea tigrina,1791
patella tigrina,1791
buccinum tigrinum,1791
erotylus tigrinus,1791
trochus tigris,1791
sphex tinctor,1791
ichneumon tinea,1791
fulgora tineoides,1791
curculio tomentosus,1791
echinus toreumaticus,1791
taenia torquata,1791
turbo torquatus,1791
ascaris trachealis,1791
ostrea tranquebaria,1791
patella tranquebarica,1791
buccinum tranquebaricum,1791
apis transfuga,1791
cypraea translucens,1791
cypraea transluscens,1791
curculio transversus,1791
chrysomela tremula,1791
murex triacanthus,1791
tellina triangularis,1791
cancer tribulus,1791
conus tribunus,1791
murex tricanthus,1791
vespa tricincta,1791
nerita tricolor,1791
voluta tricolor,1791
ichneumon tricoloreus,1791
phalaena tricomma,1791
patella tricostata,1791
oniscus tridens,1791
strombus tridentatus,1791
cypraea trifasciata,1791
helix trifasciata,1791
buccinum trifasciatum,1791
meloe trifasciatus,1791
patella trigona,1791
murex trigonus,1791
tellina trilatera,1791
erodius trilineatus,1791
sphex tripunctata,1791
meloe tripunctatus,1791
patella triradiata,1791
venus triradiata,1791
sphaeridium tritoma,1791
labrus trivittatus,1791
patella trochiformis,1791
helix trochoides,1791
echeneis tropica,1791
bulla truncata,1791
murex truncatus,1791
ascaris truttae,1791
buccinum tuba,1791
murex tuba,1791
phalaena tuberculana,1791
formica tuberculata,1791
fulgora tuberculata,1791
medusa tuberculata,1791
buccinum tuberculatum,1791
echinorynchus tubifer,1791
spongia tubularia,1791
holothuria tubulosa,1791
venus tumens,1791
helix tumida,1791
cypraea turbinata,1791
helix turbo,1791
echinus turcicus,1791
helix turgida,1791
mactra turgida,1791
ostrea turgida,1791
buccinum turgitum,1791
voluta turricula,1791
sphex turrimurarius,1791
murex turris,1791
nerita turrita,1791
voluta turrita,1791
helix turturum,1791
medusa tyrrhena,1791
buccinum tyrrhenum,1791
coccinella ulmi,1791
patella ulyssiponensis,1791
patella umbella,1791
patella umbellata,1791
buccinum umbilicatum,1791
diplolepis umbraculus,1791
apis umbratilis,1791
sphex umbrosa,1791
nautilus umguiculatus,1791
sabella uncinata,1791
murex uncinatus,1791
fasciola uncinulata,1791
cryptocephalus undatus,1791
erotylus undatus,1791
meloe undatus,1791
murex undatus,1791
mytilus undatus,1791
cypraea undulata,1791
helix undulata,1791
