taxon,year
curculio,1758
cerambyx curculionides,1758
cerambyx curculionoides,1758
motacilla curruca,1758
cancer cursor,1758
cerambyx cursor,1758
tenebrio cursor,1758
phalaena curtula,1758
loxia curvirostra,1758
sertularia cuscuta,1758
cassida cyanea,1758
loxia cyanea,1758
sphex cyanea,1758
chrysomela cyanella,1758
coluber cyaneus,1758
curculio cyaneus,1758
columba cyanocephala,1758
carabus cyanocephalus,1758
cyclopterus,1758
mytilus cygneus,1758
pediculus cygni,1758
anas cygnoides,1758
anas cygnus,1758
cerambyx cylindricus,1758
scarabaeus cylindricus,1758
cylindrites,1758
argonauta cymbium,1758
voluta cymbium,1758
labrus cynaedus,1758
simia cynamolgos,1758
ichneumon cyniphides,1758
cynips,1758
musca cynipsea,1758
pleuronectes cynoglossus,1758
phalaena cynosbatella,1758
tenthredo cynosbati,1758
bulla cypraea,1758
cypraea,1758
lernaea cyprinacea,1758
mormyrus cyprinoides,1758
cyprinus,1758
papilio cyrene,1758
papilio cytherea,1758
pholas dactylus,1758
cervus dama,1758
millepora damicornis,1758
papilio damone,1758
danaus,1758
papilio daplidice,1758
dasypus,1758
alcedo dea,1758
chrysomela decemmaculata,1758
chrysomela decempunctata,1758
coccinella decempunctata,1758
coccinella decempustulata,1758
helix decollata,1758
arca decussata,1758
venus decussata,1758
buccinum decussatum,1758
venus deflorata,1758
phalaena degeerella,1758
papilio deiphobus,1758
ichneumon deliratorius,1758
phalaena delphinii,1758
turbo delphinus,1758
delphinus,1758
delphinus delphis,1758
ichneumon delusor,1758
diomedea demersa,1758
phaethon demersus,1758
papilio demoleus,1758
papilio demophon,1758
ichneumon denigrator,1758
dentalium dentalis,1758
dentalium,1758
apis dentata,1758
strombus dentatus,1758
cyprinus dentex,1758
sparus dentex,1758
donax denticulata,1758
holothuria denudata,1758
capra depressa,1758
libellula depressa,1758
silpha depressa,1758
cerambyx depressus,1758
curculio depressus,1758
cancer depurator,1758
dermestes,1758
ichneumon desertor,1758
cerambyx desertus,1758
ichneumon designatorius,1758
murex despectus,1758
leptura detrita,1758
aranea diadema,1758
echinus diadema,1758
perca diagramma,1758
simia diana,1758
isis dichotoma,1758
sertularia dichotoma,1758
myrmecophaga didactyla,1758
phalaena didactyla,1758
bradypus didactylus,1758
didelphis,1758
phalaena didymata,1758
scarabaeus didymus,1758
hydra digitalis,1758
tellina digitaria,1758
alcyonium digitatum,1758
pinna digitiformis,1758
libellula dimidiata,1758
buccinum dimidiatum,1758
diodon,1758
cancer diogenes,1758
diomedea,1758
papilio diomedes,1758
venus dione,1758
musca diophthalma,1758
coluber dipsas,1758
papilio dirce,1758
cassida discoides,1758
curculio dispar,1758
phalaena dispar,1758
papilio dissimilis,1758
turbo distortus,1758
eschara divaricata,1758
tellina divaricata,1758
trochus divaricatus,1758
cyprinus dobula,1758
phalaena dodecella,1758
cimex dolabratus,1758
trochus dolabratus,1758
buccinum dolium,1758
aranea domestica,1758
columba domestica,1758
fringilla domestica,1758
musca domestica,1758
canis domesticus,1758
dermestes domesticus,1758
gryllus domesticus,1758
coluber domicella,1758
psittacus domicella,1758
loxia dominicana,1758
phalaena dominula,1758
tellina donacina,1758
donax,1758
capra dorcas,1758
doris,1758
curculio dorsalis,1758
hystrix dorsata,1758
didelphis dorsigera,1758
cancer dorsipes,1758
phalaena dotata,1758
trachinus draco,1758
draco,1758
callionymus dracunculus,1758
camelus dromedarius,1758
crotalus dryinas,1758
phalaena dubitata,1758
gasterosteus ductor,1758
cimex dumosus,1758
chrysomela duodecimpunctata,1758
tenthredo duodecimpunctata,1758
buccinum duplicatum,1758
turbo duplicatus,1758
crotalus durissus,1758
venus dysera,1758
dytiscus,1758
voluta ebraea,1758
conus ebraeus,1758
sertularia eburnea,1758
phasianus ecaudatus,1758
echeneis,1758
cardium echinatum,1758
diodon echinatus,1758
echinites,1758
buccinum echinophorum,1758
echinus,1758
venus edentula,1758
ichneumon edictorius,1758
cardium edule,1758
mytilus edulis,1758
ostrea edulis,1758
cervus elaphus,1758
elater,1758
anomia electrica,1758
scolopendra electrica,1758
gobius eleotris,1758
dentalium elephantinum,1758
acarus elephantinus,1758
gryllus elephas,1758
elephas,1758
papilio eleus,1758
phalaena elinguaria,1758
sphinx ello,1758
chrysomela elongata,1758
gryllus elongatus,1758
sphinx elpenor,1758
phalaena emarginata,1758
vespa emarginata,1758
emberiza,1758
motacilla emera,1758
curculio emeritus,1758
empis,1758
papilio encedon,1758
papilio enceladus,1758
clupea encrasicolus,1758
isis encrinus,1758
ichneumon enervator,1758
solen ensis,1758
dentalium entalis,1758
entomolithus,1758
oniscus entomon,1758
loxia enucleator,1758
boa enydris,1758
salmo eperlanus,1758
ephemera,1758
anomia ephippium,1758
ostrea ephippium,1758
strombus epidromis,1758
voluta episcopalis,1758
upupa epops,1758
eques,1758
asterias equestris,1758
cimex equestris,1758
patella equestris,1758
pediculus equi,1758
hippobosca equina,1758
culex equinus,1758
priapus equinus,1758
coryphaena equiselis,1758
equitis,1758
equus,1758
papilio erato,1758
upupa eremita,1758
certhia erenenta,1758
papilio eribotes,1758
buccinum erinaceus,1758
murex erinaceus,1758
erinaceus,1758
salmo eriox,1758
alcedo erithaca,1758
motacilla erithacus,1758
psittacus erithacus,1758
mustela erminea,1758
cypraea erosa,1758
cimex erosus,1758
musca erratica,1758
cimex erraticus,1758
scarabaeus erraticus,1758
tenebrio erraticus,1758
cypraea errones,1758
venus erycina,1758
loxia eryocephala,1758
sparus erythrinus,1758
chrysomela erythrocephala,1758
tenthredo erythrocephala,1758
parus erythrocephalus,1758
picus erythrocephalus,1758
psittacus erythroleucos,1758
fringilla erythrophthalma,1758
cyprinus erythrophthalmus,1758
staphylinus erythropterus,1758
anas erythropus,1758
dytiscus erytrocephalus,1758
staphylinus erytropterus,1758
anguis eryx,1758
millepora eschara,1758
eschara,1758
hirundo esculenta,1758
rana esculenta,1758
echinus esculentus,1758
esox,1758
papilio euippe,1758
sphinx euphorbiae,1758
papilio euphrosyne,1758
mutilla europaea,1758
sitta europaea,1758
talpa europaea,1758
caprimulgus europaeus,1758
erinaceus europaeus,1758
homo europaeus,1758
scorpio europaeus,1758
papilio eurypylus,1758
papilio eurytus,1758
dermestes eustatius,1758
papilio euterpe,1758
phalaena evonymella,1758
tabanus exaestuans,1758
ichneumon exarator,1758
phalaena exclamationis,1758
lanius excubitor,1758
exocoetus,1758
venus exoleta,1758
coluber exoletus,1758
labrus exoletus,1758
turbo exoletus,1758
voluta faba,1758
zeus faber,1758
curculio fagi,1758
cynips fagi,1758
phalaena fagi,1758
sertularia falcata,1758
phalaena falcataria,1758
labrus falcatus,1758
falco,1758
musca fallax,1758
canis familiaris,1758
certhia familiaris,1758
emberiza familiaris,1758
cyprinus farenus,1758
anomia fareta,1758
acarus farinae,1758
phalaena farinalis,1758
cerambyx farinosus,1758
salmo fario,1758
phalaena fascelina,1758
nautilus fascia,1758
phalaena fasciaria,1758
cantharis fasciata,1758
lacerta fasciata,1758
libellula fasciata,1758
ostrea fasciata,1758
tenthredo fasciata,1758
thrips fasciata,1758
elater fasciatus,1758
scarabaeus fasciatus,1758
buprestis fascicularis,1758
madrepora fascicularis,1758
fasciola,1758
sertularia fastigiata,1758
gryllus fastigiatus,1758
termes fatale,1758
termes fatidicum,1758
simia faunus,1758
madrepora favosa,1758
tipula febrilis,1758
scolopax fedoa,1758
felis,1758
murex femorale,1758
musca femorata,1758
tenthredo femorata,1758
cerambyx femoratus,1758
phalaena fenestra,1758
dermestes fenestralis,1758
musca fenestralis,1758
cerambyx fennicus,1758
cancer feriatus,1758
anas ferina,1758
papilio feronia,1758
cimex ferratus,1758
silpha ferruginea,1758
carabus ferrugineus,1758
cerambyx ferrugineus,1758
elater ferrugineus,1758
labrus ferrugineus,1758
cimex ferus,1758
homo ferus,1758
sphex fervens,1758
tabanus fervens,1758
musca festiva,1758
cerambyx festivus,1758
psittacus festivus,1758
scarabaeus festivus,1758
phalaena festucae,1758
stromateus fiatola,1758
castor fiber,1758
chermes ficus,1758
murex ficus,1758
sphinx ficus,1758
conus figulinus,1758
sphex figulus,1758
cimex filicis,1758
coluber filiformis,1758
sphinx filipendulae,1758
pennatula filosa,1758
phryganea filosa,1758
aranea fimbriata,1758
venus fimbriata,1758
musca fimetaria,1758
podura fimetaria,1758
scarabaeus fimetarius,1758
patella fissura,1758
fistularia,1758
eschara fistulosa,1758
gorgonia flabellum,1758
fringilla flammea,1758
buccinum flammeum,1758
cassida flava,1758
cicada flava,1758
mordella flava,1758
motacilla flava,1758
musca flava,1758
phryganea flava,1758
certhia flaveola,1758
cypraea flaveola,1758
emberiza flaveola,1758
libellula flaveola,1758
phalaena flaveolata,1758
staphylinus flavescens,1758
tipula flavescens,1758
hemerobius flavicans,1758
loxia flavicans,1758
ostrea flavicans,1758
phalaena flavicornis,1758
phryganea flavilatera,1758
conops flavipes,1758
staphylinus flavipes,1758
fringilla flavirostris,1758
aranea flavissima,1758
cardium flavum,1758
gryllus flavus,1758
limax flavus,1758
sciurus flavus,1758
pleuronectes flesus,1758
madrepora flexuosa,1758
sertularia flexuosa,1758
meloe floralis,1758
musca florea,1758
musca florescentiae,1758
tipula florilegia,1758
apis florisomnis,1758
phalaena fluctuata,1758
nerita fluviatilis,1758
perca fluviatilis,1758
petromyzon fluviatilis,1758
phalaena fociella,1758
phalaena foenella,1758
formica foetida,1758
gracula foetida,1758
eschara foliacea,1758
tellina foliacea,1758
monoculus foliaceus,1758
cicada foliata,1758
ostrea folium,1758
bulla fontinalis,1758
libellula forcipata,1758
asilus forcipatus,1758
phalaena forficalis,1758
scolopendra forficata,1758
falco forficatus,1758
trochilus forficatus,1758
forficula,1758
formica,1758
hemerobius formicaleo,1758
hemerobius formicalynx,1758
mutilla formicaria,1758
attelabus formicarius,1758
cicada fornicata,1758
patella fornicata,1758
phalaena forsskaleana,1758
cobitis fossilis,1758
scarabaeus fossor,1758
tenebrio fossor,1758
sphex fossoria,1758
ichneumon fossorius,1758
anguis fragilis,1758
cypraea fragilis,1758
eschara fragilis,1758
helix fragilis,1758
tellina fragilis,1758
corallina fragilissima,1758
cardium fragum,1758
chermes fraxini,1758
phalaena fraxini,1758
canis fricator,1758
motacilla fricedula,1758
fringilla,1758
phalaena frischella,1758
musca frit,1758
musca frondescentiae,1758
cicada fronditia,1758
mytilus frons,1758
mordella frontalis,1758
corvus frugilegus,1758
curculio frumentarius,1758
phalaena fuccenturiata,1758
sphinx fuciformis,1758
dytiscus fulcatus,1758
fulica,1758
pediculus fulicae,1758
tringa fulicaria,1758
cerambyx fuliginator,1758
amphisbaena fuliginosa,1758
phalaena fuliginosa,1758
anas fuligula,1758
scarabaeus fullo,1758
raja fullonica,1758
rynchops fulva,1758
phalaena fulvia,1758
falco fulvus,1758
labrus fulvus,1758
aranea fumigata,1758
strix funerea,1758
madrepora fungites,1758
acarus fungorum,1758
cerambyx fur,1758
furia,1758
mustela furo,1758
anas fusca,1758
cantharis fusca,1758
formica fusca,1758
loxia fusca,1758
nepa fusca,1758
patella fusca,1758
phryganea fusca,1758
podura fusca,1758
scolopax fusca,1758
phalaena fuscana,1758
murex fuscatus,1758
phalaena fuscella,1758
dytiscus fuscipes,1758
staphylinus fuscipes,1758
coluber fuscus,1758
dytiscus fuscus,1758
julus fuscus,1758
larus fuscus,1758
murex fusus,1758
gadus,1758
spondylus gaederopus,1758
papilio galathea,1758
coracias galbula,1758
buccinum galea,1758
anas galericulata,1758
blennius galerita,1758
squalus galeus,1758
psittacus galgulus,1758
sparus galilaeus,1758
venus gallina,1758
pediculus gallinae,1758
scolopax gallinago,1758
meleagris gallopavo,1758
phasianus gallus,1758
strombus gallus,1758
zeus gallus,1758
tringa gambetta,1758
phalaena gamma,1758
cancer gammarus,1758
tellina gargadia,1758
tellina gari,1758
coracias garrulus,1758
lanius garrulus,1758
psittacus garrulus,1758
gasterosteus,1758
blennius gattorugine,1758
capra gazella,1758
lacerta gecko,1758
phalaena gemmella,1758
viverra genetta,1758
sertularia geniculata,1758
acarus geniculatus,1758
falco gentilis,1758
conus genuanus,1758
conus geographus,1758
hirudo geometra,1758
geometra,1758
testudo geometrica,1758
cicindela germanica,1758
panorpa germanica,1758
silpha germanica,1758
asilus germanicus,1758
carabus germanus,1758
curculio germanus,1758
musca germinationis,1758
sciurus getulus,1758
ostrea gibba,1758
sphex gibba,1758
strombus gibberulus,1758
bulla gibbosa,1758
musca gibbosa,1758
perca gibbosa,1758
rana gibbosa,1758
buccinum gibbosulum,1758
asilus gibbosus,1758
ostracion gibbosus,1758
salmo gibbosus,1758
blatta gigantea,1758
buprestis gigantea,1758
coccinella gigantea,1758
nereis gigantea,1758
scolopendra gigantea,1758
chama gigas,1758
gryllus gigas,1758
ichneumon gigas,1758
scarabaeus gigas,1758
strombus gigas,1758
asilus gilvus,1758
voluta glabella,1758
ostrea glabra,1758
buccinum glabratum,1758
asterias glacialis,1758
xiphias gladius,1758
camelus glama,1758
corvus glandarius,1758
cuculus glandarius,1758
silurus glanis,1758
buccinum glans,1758
tringa glareola,1758
helix glauca,1758
notonecta glauca,1758
musca glaucia,1758
nerita glaucina,1758
phalaena glaucinalis,1758
anas glaucion,1758
papilio glaucippe,1758
ichneumon glaucopterus,1758
buccinum glaucum,1758
cerambyx glaucus,1758
conus glaucus,1758
papilio glaucus,1758
scomber glaucus,1758
squalus glaucus,1758
cynips glechomae,1758
volvox globator,1758
ichneumon globatus,1758
globosites,1758
cypraea globulus,1758
echinus globulus,1758
serpula glomerata,1758
ichneumon glomeratus,1758
scolopax glottis,1758
caecilia glutinosa,1758
myxine glutinosa,1758
arca glycymeris,1758
phalaena glyphica,1758
cottus gobio,1758
cyprinus gobio,1758
gobius,1758
phalaena goedartella,1758
chrysomela goettingensis,1758
gryllus gongylodes,1758
gordius,1758
gorgonia,1758
helix gothica,1758
phalaena gothica,1758
cimex gothicus,1758
gracula,1758
patella graeca,1758
testudo graeca,1758
canis grajus,1758
chermes graminis,1758
chrysomela graminis,1758
phalaena graminis,1758
phalaena grammica,1758
curculio granarius,1758
patella granatina,1758
libellula grandis,1758
nepa grandis,1758
phryganea grandis,1758
phalaena granella,1758
arca granosa,1758
patella granularis,1758
cancer granulatus,1758
carabus granulatus,1758
conus granulatus,1758
curculio granulatus,1758
murex granulatus,1758
murex granum,1758
nautilus granum,1758
cancer grapsus,1758
echinus gratilla,1758
ichneumon gravidator,1758
capra grimmia,1758
helix grisea,1758
phryganea grisea,1758
silpha grisea,1758
cimex griseus,1758
labrus griseus,1758
cyprinus grislagine,1758
cassida grossa,1758
musca grossa,1758
nerita grossa,1758
silpha grossa,1758
musca grossificationis,1758
phalaena grossulariata,1758
gryllus grossus,1758
pediculus gruis,1758
cottus grunniens,1758
ardea grus,1758
alca grylle,1758
gryllus gryllotalpa,1758
gryllus,1758
chama gryphoides,1758
anomia gryphus,1758
vultur gryphus,1758
helix gualtierana,1758
cervus guincensis,1758
columba guinea,1758
ovis guineensis,1758
mustela gulo,1758
mustela gulo,1758
blennius gunnellus,1758
trigla gurnardus,1758
perca guttata,1758
coccinella guttatopunctata,1758
columba gutturosa,1758
labrus gvaza,1758
esox gymnocephalus,1758
acarus gymnopterorum,1758
gymnotus,1758
falco gyrfalco,1758
murex gyrinus,1758
fringilla gyrola,1758
scolopax haemastica,1758
helix haemastoma,1758
formica haematoda,1758
pediculus haematopi,1758
gryllus haematopus,1758
haematopus,1758
chrysomela haemoptera,1758
chrysomela haemorrhoidalis,1758
cimex haemorrhoidalis,1758
oestrus haemorrhoidalis,1758
scarabaeus haemorrhoidalis,1758
coluber haje,1758
sertularia halecina,1758
